code_vente;date_vente;nom_de_la_piece;quantite;prix_unitaire_de_vente;prix_total_de_vente
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;2;23;46
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;2;23;46
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;2;23;46
;;HUILE CALTEX HAVOLINE 4L;1;25;25
;;ROTULE CENTRALE HIACE;1;8;8
;;FILTRE A HUILE HIACE;1;3;3
;;FILTRE A HUILE HIACE;1;3;3
;;SEGMENTS ORG HIACE 1RZ;1;100;100
;;SEGMENTS ORG HIACE 1RZ;1;100;100
;;HUILE CITROL SAE 50 1L;1;10;10
;;SEGMENTS ORG HIACE 1TR;1;100;100
;;HUILE CITROL SAE 40 5L;12;9,6;115,2
;;LOCKS L/C;2;35;70
;;LOCKS L/C;2;35;70
;;AMORTISSEUR AV IPSUM 33/43/19/20;2;30;60
;;AMORTISSEUR AV IPSUM 33/43/19/20;2;30;60
;;AMORTISSEUR AV IPSUM 33/43/19/20;2;30;60
;;SEGMENTS ORG HIACE 1TR;1;100;100
;13/08/2022;COUSSINETS BIELLE 1RZ 0.50;1;20;20
;;COUSSINETS PALIER 1RZ 0.50;1;20;20
;;JOINT DE CULASSE 1RZ ORD;1;5;5
;;POMPE A ESSENCE RIKA (PTS);1;15;15
;;COLLE SILICONE TUBE;1;2,5;2,5
;;COLLE SILICONE TUBE;1;2,5;2,5
;;HUILE CITROL SAE 50 5L;3;9,6;28,8
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;2;23;46
;;TETE DE TRANSMISSION 24 DENTS;2;12;24
;;PNEU 195 R15 HIACE;1;75;75
;;HUILE CITROL SAE 50 1L;6;9,6;57,6
;14/08/2022;JOINT DE CULASSE F8;1;5;5
;;HUILE CITROL SAE 50 1L;1;15;15
;;HUILE HYDRAULIC 1L;1;24;24
;;HUILE CITROL SAE 90 5L;6;10;60
;;HUILE CALTEX HAVOLINE 1L;1;52;52
;;COLLE SILICONE TUBE;1;2,5;2,5
;;FILTRE A HUILE FUSO ORD;1;15;15
;;FILTRE A GASOIL FUSO;1;5;5
;;HUILE HYDRAULIC 1L;4;4;16
;;FILTRE A AIR L/C (61030);1;16;16
;;FILTRE A AIR L/C (61030);1;16;16
;;HUILE CITROL SAE 140 5L;6;10;60
;;HUILE CITROL SAE 50 5L;6;9,6;57,6
;;HUILE CITROL SAE 50 5L;6;9,6;57,6
;15/08/2022;GRAISSE SEAUX;1;36;36
;;JOINT DE CULASSE 2AZ;1;10;10
;;RETIEN D'HUILE 1RZ;1;5;5
;;COLLE SILICONE TUBE;1;2,5;2,5
;;JOINT DE CULASSE 1RZ ORG;1;10;10
;;COLLE SILICONE TUBE;1;3;3
;;RETIEN D'HUILE 1RZ;1;5;5
;;HUILE CITROL SAE 40 5L;6;9,6;57,6
;;HUILE CALTEX HAVOLINE 4L;12;4,3;51,6
;17/08/2022;DISQUE D'EMBRAYAGE MAZDA/VANETTE 23 DENTS;1;15;15
;;FILTRE A HUILE CANTER;2;5;10
;;FILTRE A GASOIL FUSO;1;5;5
;;HUILE CITROL SAE 40 5L;6;9,6;57,6
;;HUILE CITROL SAE 40 5L;6;9,6;57,6
;;FILTRE A HUILE FUSO 6D22(PAPIER);1;25;25
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;1;23;23
;;ROTULE INFERIEURE HIACE;1;10;10
;;ROTULE INFERIEURE HIACE;1;10;10
;;ROTULE INFERIEURE HIACE;1;10;10
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;1;23;23
;18/08/2022;HUILE CITROL SAE 50 1L;2;10;20
;;HUILE CALTEX HAVOLINE 1L;5;5;25
;;HUILE HYDRAULIC 1L;1;3;3
;;COUSSINETS BIELLE 1KR;1;20;20
;;BATTERIE 120 AMP;2;160;320
;;PNEU 195 R15 HIACE;2;75;150
;19/08/2022;HUILE CITROL SAE 40 1L;2;10;20
;;SEGMENTS TP 3Y;1;60;60
;;PLAQUETTE L/C AM;1;15;15
;;COUSSINETS BIELLE 1RZ STD;1;20;20
;;RETIEN D'HUILE 1TR;1;5;5
;;RETIEN D'HUILE 1TR;1;5;5
;;HUILE HYDRAULIC 1L;12;2;24
;;HUILE CALTEX HAVOLINE 1L;4;5;20
;;PNEU 185 R14 VANETTE;1;60;60
;20/08/2022;COUSSINETS BIELLE 1S/3S STD;1;20;20
;;COLLE SILICONE TUBE;1;3;3
;;ROTULE SUPERIEURE HIACE;2;12,5;25
;;ROTULE CENTRALE HIACE;2;8;16
;;ROTULE INFERIEURE HIACE;2;8;16
;;SEGMENTS ORG HIACE 1RZ;1;100;100
;;COUSSINETS BIELLE 1RZ STD;1;20;20
;;BOURRAGES VILBREQUIN AV 1RZ;1;4;4
;;HUILE CITROL SAE 50 5L;6;9,6;57,6
;;HUILE CITROL SAE 50 5L;3;9,6;28,8
;23/08/2022;FILTRE A HUILE HIACE;4;3,1;12,4
;;SOUS-PAPES 1RZ;1;35;35
;;JOINT DE CULASSE 1RZ ORG;1;10;10
;;HUILE CITROL SAE 50 5L;3;9,6;28,8
;;COLLE HERMETIC TUBE;1;3;3
;;BOUGIE IRIDIUM OKO (1PCS);4;10;40
;24/08/2022;COUPELLES D'EMBAYAGE SUPER 1RZ;1;3;3
;;JOINT DE CULASSE 1RZ ORG;1;10;10
;;COLLE SILICONE TUBE;1;3;3
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;1;23;23
;;HUILE CITROL SAE 50 5L;12;9,6;115,2
;;HUILE CITROL SAE 50 5L;6;9,6;57,6
;;HUILE CITROL SAE 50 5L;12;9,6;115,2
;;PLATEAU FUSO 6D17;1;160;160
;;PLATEAU FUSO 6D17;1;160;160
;;HUILE CITROL SAE 50 5L;12;9,6;115,2
;;COUSSINETS PALIER 1RZ STD;1;20;20
;25/08/2022;JOINT DE CULASSE 1RZ ORG;1;10;10
;;JOINT DE CULASSE 1RZ ORG;1;10;10
;;GRAISSE SEAUX;1;36;36
;;COLLE SILICONE TUBE;1;3;3
;;HUILE CITROL SAE 50 5L;6;9,6;57,6
;;POMPE A ESSENCE RIKA (PTS);1;15;15
;;HUILE HYDRAULIC 5L;12;2;24
;;HUILE CITROL SAE 50 5L;6;9,6;57,6
;;HUILE CITROL SAE 40 5L;18;9,6;172,8
;26/08/2022;HUILE CITROL SAE 40 5L;18;9,6;172,8
;;HUILE CITROL SAE 40 5L;18;9,6;172,8
;;CHAINES TENDEURS 1TR;1;20;20
;;HUILE CITROL SAE 50 5L;6;9,6;57,6
;;HUILE CITROL SAE 40 5L;3;9,6;28,8
;;SEGMENTS ORG HIACE 1RZ;1;115;115
;;SEGMENTS ORG HIACE 1RZ;1;115;115
;;AMORTISSEUR AV CARINA/COROLLA/T.I./CIKUMI;1;23;23
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;1;23;23
;;AMORTISSEUR AR RAV4 AM 343271;2;12,5;25
;;PLATEAU HIACE;1;40;40
;;DISQUE D'EMBRAYAGE ESCUDO/VITARA;1;20;20
;;JOINT DE CULASSE 1RZ ORD;1;5;5
;;RETIEN D'HUILE 1RZ;1;5;5
;27/08/2022;HUILE CITROL SAE 40 1L;1;11;11
;;JOINT DE CULASSE 1RZ ORD;1;7;7
;;COLLE SILICONE TUBE;1;3;3
;;COLLE SILICONE TUBE;1;3;3
;;HUILE CITROL SAE 50 5L;3;9,6;28,8
;;FILTRE A HUILE NISSAN;1;5;5
;;COUSSINETS BIELLE 5SFE STD;1;20;20
;;HUILE HYDRAULIC 5L;12;2;24
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;2;23;46
;28/08/2022;HUILE HYDRAULIC 5L;12;2;24
;;BOUGIE IRIDIUM OKO (1PCS);4;10;40
;;JOINT DE CULASSE 1RZ ORG;1;10;10
;;JOINT DE CULASSE 1RZ ORG;1;10;10
;;FILTRE A HUILE FUSO ORD;1;20;20
;;FILTRE A HUILE CANTER;1;10;10
;;POMPE A ESSENCE RIKA (PTS);1;15;15
;;POMPE A ESSENCE RIKA (PTS);1;15;15
;;HUILE CITROL SAE 50 5L;12;9,6;115,2
;30/08/2022;POMPE A ESSENCE RIKA (PTS);2;15;30
;;HUILE CITROL SAE 40 5L;6;9,6;57,6
;;HUILE CITROL SAE 50 1L;6;9,6;57,6
;;COLLE SILICONE TUBE;1;3;3
;;JOINT DE CULASSE 1RZ ORD;1;5;5
;;RETIEN D'HUILE 1RZ;1;5;5
;;AMORTISSEUR AR RAV4 AM 343271;1;20;20
;;COUSSINETS PALIER 1RZ 0.50;1;20;20
;31/08/2022;HUILE HYDRAULIC 5L;6;2;12
;;SOUS-PAPES 1RZ;1;60;60
;;HUILE HYDRAULIC 5L;1;3;3
;01/09/2022;AMORTISSEUR AV CARINA/COROLLA/T.I./CIKUMI;1;23;23
;;POMPE D'AMORSAGE L/C 1HZ;1;15;15
;;COUSSINETS PALIER 1RZ 0.50;1;20;20
;;RETROVISEUR DYNA PTS;1;8;8
;;COLLE HERMETIC TUBE;1;4;4
;;HUILE CITROL SAE 50 5L;6;9,6;57,6
;;HUILE CITROL SAE 40 5L;6;9,6;57,6
;02/09/2022;BOUGIE DENSO 16 CRAYON (4PCS);4;3;12
;;FILTRE A AIR NISSAN (ROUGE);1;12;12
;;BOUGIE DENSO W20 ORD (4PCS);4;3;12
;;BOUGIE IRIDIUM OKO (1PCS);4;10;40
;;HUILE CITROL SAE 40 1L;3;9,6;28,8
;03/09/2022;POMPE A ESSENCE RIKA (PTS);1;15;15
;;HUILE HYDRAULIC 1L;1;2,5;2,5
;;HUILE HYDRAULIC 1L;1;2,5;0
;;BOUGIE IRIDIUM OKO (1PCS);4;10;40
;;HUILE CITROL SAE 40 5L;3;9,6;28,8
;05/09/2022;COLLE SILICONE TUBE;1;2,5;2,5
;;COLLE SILICONE TUBE;1;2,5;2,5
;;COLLE SILICONE TUBE;1;2,5;0
;;COLLE SILICONE TUBE;1;2,5;0
;;DECANTEUR FILTRE A GASOIL L/C;1;5;5
;;DECANTEUR FILTRE A GASOIL L/C;1;5;5
;;DECANTEUR FILTRE A GASOIL L/C;1;5;0
;;BOITE DE VITESSE HIACE 1RZ/2RZ/3L;1;300;300
;;POMPE D'AMORSAGE L/C 1HZ;1;15;15
;;POMPE D'AMORSAGE L/C 1HZ;1;15;0
;;AMORTISSEUR AV CARINA/COROLLA/T.I./CIKUMI;1;23;23
;;PNEU 195 R15 HIACE;1;75;75
;06/09/2022;HUILE HYDRAULIC 1L;12;2;24
;;HUILE HYDRAULIC 1L;12;2;0
;;JOINT DE CULASSE 1RZ ORG;1;10;10
;;AMORTISSEUR AV CARINA/COROLLA/T.I./CIKUMI;1;23;23
;;HUILE HYDRAULIC 1L;2;2,5;5
;;POMPE A ESSENCE RIKA (PTS);1;14;14
;;PHARE ROND 12V L/C STAUT;1;14;14
;07/09/2022;PLATEAU COROLLA;1;25;25
;;COLLE HERMETIC TUBE;1;4;4
;;HUILE CITROL SAE 90 5L;6;10;60
;;PNEU 195 R15 HIACE;1;75;75
;;JOINT DE CULASSE 1RZ ORG;1;30;30
;;JOINT DE CULASSE 1RZ ORG;1;30;0
;;TETE DE TRANSMISSION 24 DENTS;2;15;30
;;COUSSINETS BIELLE 5SFE STD;1;20;20
;;COUSSINETS BIELLE 5SFE STD;1;20;0
;;COLLE SILICONE TUBE;1;3;3
;;COLLE SILICONE TUBE;1;2,5;2,5
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;1;23;23
;08/09/2022;HUILE CITROL SAE 40 5L;6;9,6;57,6
;;POMPE A HUILE 1RZ;1;100;100
;;POMPE A ESSENCE RIKA (PTS);1;15;15
;;SEGMENTS ORG HIACE 1RZ;1;120;120
;;JOINT DE CULASSE 1RZ ORD;2;5;10
;;COLLE HERMETIC TUBE;2;4;8
;;PNEU 195 R15 HIACE;1;75;75
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;2;20;40
;;POMPE A HUILE 3S;1;90;90
;09/09/2022;FILTRE A HUILE HIACE;1;10;10
;;JOINT DE CULASSE 5AF;1;5;5
;;SEGMENTS TP TD42;1;100;100
;;FILTRE A HUILE HIACE;1;3;3
;;FILTRE A HUILE HIACE;1;3;3
;;COLLE HERMETIC TUBE;1;4;4
;;COLLE SILICONE TUBE;2;2,5;5
;;JOINT DE CULASSE 1RZ ORD;1;10;10
;;RETIEN D'HUILE 1RZ;1;5;5
;;RETIEN D'HUILE 1RZ;1;75;75
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;2;23;46
;10/09/2022;JOINT DE CULASSE 1RZ ORG;1;10;10
;;RETIEN D'HUILE 1RZ;1;5;5
;;SEGMENTS ORG HIACE 1RZ;1;120;120
;;COUSSINETS BIELLE ORG 1HZ STD;1;20;20
;;COLLE SILICONE TUBE;1;2,5;2,5
;;GRAISSE 0.5 KG;2;2,5;5
;;FILTRE A GASOIL FUSO;4;5;20
;;CONTRE-TONE AR L/C (GRND);2;15;30
;;POMPE A ESSENCE RIKA (PTS);1;15;15
;11/09/2022;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;4;23;92
;;COLLE SILICONE TUBE;1;2;2
;;JOINT DE CULASSE 5AF;1;5;5
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;2;23;46
;;HUILE CITROL SAE 40 1L;2;2,5;5
;12/09/2022;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;2;23;46
;;AMORTISSEUR AV CARINA/COROLLA/T.I./CIKUMI;2;23;46
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;1;25;25
;;COUSSINETS PALIER 1RZ 0.25;1;20;20
;;ROTULE CENTRALE HIACE;1;10;10
;;COUSSINETS PALIER 1RZ 0.25;1;20;20
;;RETIEN D'HUILE 1RZ;1;5;5
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;1;23;23
;;FILTRE A HUILE SUZUKI;1;5;5
;;PNEU 185/70 R14 ;1;70;70
;13/09/2022;AMORTISSEUR AV CARINA/COROLLA/T.I./CIKUMI;1;23;23
;;PNEU 175/70 R13 CIKUMI;1;35;35
;;PNEU 185/70 R13 LINGLONG;4;38;152
;;HUILE CITROL SAE 40 5L;6;9,6;57,6
;14/09/2022;POMPE A ESSENCE RIKA (PTS);1;15;15
;;BATTERIE 45 AMP;1;60;60
;;AMORTISSEUR AV CARINA/COROLLA/T.I./CIKUMI;2;22;44
;;COUPELLES D'EMBRAYAGE INFERIEUR CANTER BLANCS;1;5;5
;;COUPELLES D'EMBRAYAGE INFERIEUR CANTER BLANCS;2;8;16
;;FILTRE A GASOIL FUSO;1;5;5
;;HUILE DE FREIN ORDINAIRE;2;1;2
;15/09/2022;JOINT DE CULASSE 1RZ ORG;1;10;10
;;RETIEN D'HUILE 5AF;1;5;5
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;2;23;46
;;PNEU 175/70 R13 CIKUMI;1;35;35
;;JOINT DE CULASSE 2AZ;1;8;8
;;COUPELLES D'EMBRAYAGE SUPERIEUR CANTER;1;2,5;2,5
;;GRAISSE SEAUX;1;36;36
;;SOUS-PAPES 1RZ;1;35;35
;;SOUS-PAPES 1RZ;1;35;35
;16/09/2022;SOUS-PAPES 1RZ;1;35;35
;;COUPELLES D'EMBRAYAGE INFERIEUR CANTER BLANCS;1;2,5;2,5
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;2;23;46
;;BATTERIE 50 AMP;1;65;65
;;TETE DE TRANSMISSION 23 DENTS;2;12;24
;;RETIEN D'HUILE 1RZ;1;5;5
;;COUPELLES D'EMBAYAGE ORG SUPER;2;4;8
;17/09/2022;HUILE DE FREIN ORDINAIRE;1;1;1
;;COUSSINETS BIELLE 1NZ, 2NZ STD;1;15;15
;;PLATEAU COROLLA;1;25;25
;;RETROVISEUR DYNA PTS;1;8;8
;;HUILE CALTEX HAVOLINE 1L;60;4,1;246
;;DISQUE D'EMBRAYAGE HLX VIGO;1;30;30
;;COUPELLES D'EMBAYAGE SUPER 1RZ;1;10;10
;;GRAISSE 0.5 KG;1;2,5;2,5
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;1;23;23
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;2;23;46
;;HUILE CITROL SAE 90 5L;3;10;30
;;JOINT DE CULASSE 2AZ;1;10;10
;;BOUGIE DENSO 16 CRAYON (4PCS);4;3;12
;;BOUGIE DENSO 16 CRAYON (4PCS);4;3;12
;19/09/2022;FILTRE A GASOIL FUSO;1;5;5
;;COUSSINETS BIELLE 1NZ, 2NZ STD;1;15;15
;;FILTRE A HUILE HIACE;1;3;3
;;COLLE SILICONE TUBE;1;3;3
;;RETIEN D'HUILE 1RZ;1;5;5
;;JOINT DE CULASSE 1RZ ORG;1;10;10
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;5;23;115
;;JOINT DE CULASSE 1RZ ORG;1;10;10
;;SEGMENTS ORG HIACE 1RZ;1;120;120
;;COUSSINETS BIELLE 5AF STD;1;20;20
;;COUSSINETS BIELLE 1RZ 0.50;1;20;20
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;4;23;92
;;COLLE HERMETIC TUBE;1;4;4
;;FEUX AR RAV4 OCCASION;1;25;25
;20/09/2022;SEGMENTS TP 5AF;1;75;75
;;COUSSINETS BIELLE 5AF;1;15;15
;;JOINT DE CULASSE 1RZ ORD;1;5;5
;;HUILE CITROL SAE 40 5L;12;9,6;115,2
;;HUILE CITROL SAE 40 1L;6;9,6;57,6
;;BOUGIE IRIDIUM OKO (1PCS);4;10;40
;;AMORTISSEUR AV CARINA/COROLLA/T.I./CIKUMI;1;23;23
;;COLLE SILICONE TUBE;1;2,5;2,5
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;2;23;46
;;POMPE A ESSENCE RIKA (PTS);1;15;15
;21/09/2022;COUSSINETS BIELLE 1RZ 0.25;1;20;20
;;BOURRAGES VILBREQUIN AR 1RZ;1;6;6
;;COUSSINETS PALIER 1RZ STD;1;20;20
;;COUPELLES D'EMBAYAGE ORG SUPER;1;7;7
;;HUILE DE FREIN ORDINAIRE;3;1;3
;;AMORTISSEUR AV CARINA/COROLLA/T.I./CIKUMI;1;23;23
;;AMORTISSEUR AV CARINA/COROLLA/T.I./CIKUMI;1;23;23
;22/09/2022;RETIEN D'HUILE 1RZ;1;10;10
;;PNEU 175/70 R13 CIKUMI;1;35;35
;;POMPE A ESSENCE RIKA (PTS);1;14;14
;;GRAISSE SEAUX;1;35;35
;;SEGMENTS TP 1AZ;1;60;60
;;SEGMENTS TP 3Y;1;50;50
;;TETE DE TRANSMISSION 23 DENTS;2;13;26
;;POMPE D'AMORSAGE L/C 1HZ;1;15;15
;;ROTULE AMBOU COROLLA;2;15;30
;;ROTULE CENTRALE RAV4 (394K);2;10;20
;23/09/2022;SEGMENTS ORG 5AF;1;90;90
;;COUSSINETS BIELLE 1NZ, 2NZ STD;1;15;15
;;FILTRE A AIR L/C (61030);1;15;15
;;FILTRE A AIR L/C (61030);1;15;15
;;PNEU 175/70 R13 CIKUMI;1;36;36
;26/09/2022;PNEU 175/70 R13 CIKUMI;1;36;36
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;2;25;50
;;CHAINE TENDEUR 1RZ/2RZ;1;20;20
;;PNEU 175/70 R13 CIKUMI;1;37;37
;;RETROVISEUR HIACE;1;15;15
;;COUSSINETS BIELLE 4D30/4D31/4D32;1;30;30
;;ROTULE RAV4;2;10;20
;;PLATEAU 2L/2Y;1;30;30
;27/09/2022;HUILE CITROL SAE 50 5L;12;9,67;116,04
;;HUILE CITROL SAE 50 5L;12;9,67;116,04
;;RETROVISEUR DYNA PTS;1;8;8
;;CHEMISE FUSO 6D16-17;1;140;140
;;AMORTISSEUR AR L/C AM E3375;2;27,5;55
;;GRAISSE SEAUX;2;35;70
;;PLATEAU COROLLA;1;25;25
;;PLATEAU COROLLA;1;25;25
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;2;23;46
;;BATTERIE 70 AMP;1;95;95
;;BATTERIE 45 AMP;1;65;65
;;SEGMENTS ORG 5AF;1;90;90
;28/09/2022;SEGMENTS ORG 5AF;1;90;90
;;BATTERIE 45 AMP;1;65;65
;;TETE DE TRANSMISSION 23 DENTS;1;12;12
;;JOINT DE CULASSE 1RZ ORD;1;5;5
;;COLLE SILICONE TUBE;1;3;3
;;BOUGIE DENSO 16 CRAYON (4PCS);4;3;12
;;SEGMENTS TP 3Y;1;50;50
;29/09/2022;JOINT DE CULASSE 1RZ ORD;2;5;10
;;JOINT DE CULASSE 1RZ ORD;2;5;10
;;JOINT DE CULASSE 1RZ ORD;2;5;10
;;JOINT DE CULASSE 1RZ ORD;2;5;10
;;JOINT DE CULASSE 1RZ ORD;2;5;10
;;JOINT DE CULASSE 4G64;1;10;10
;;SUPPORT MOTEUR L/C;1;10;10
;30/09/2022;SUPPORT MOTEUR L/C;1;10;10
;;COUSSINETS PALIER 1RZ STD;1;20;20
;;BOUGIE DENSO 16 CRAYON (4PCS);4;3;12
;;BOUGIE DENSO 16 CRAYON (4PCS);4;3;12
;;RETROVISEUR DYNA PTS;1;8;8
;;COUPELLES D'EMBAYAGE ORG SUPER;1;10;10
;;COUPELLES D'EMBAYAGE ORG SUPER;1;10;10
;;BOUGIE DENSO 16 CRAYON (4PCS);4;3;12
;01/10/2022;AMORTISSEUR AV RAV4 AM ;2;12,5;25
;;RETIEN D'HUILE 1RZ;2;5;10
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;2;23;46
;;KLAXON 12V;2;7,5;15
;;PNEU 195 R15 HIACE;2;75;150
;;PNEU 195 R15 HIACE;2;75;150
;;AMORTISSEUR AR RAV4 AM 343271;2;17,5;35
;;BATTERIE 70 AMP;1;95;95
;03/10/2022;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;1;23;23
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;1;23;23
;;FILTRE A HUILE VANETTE;1;3;3
;;BOURRAGES VILBREQUIN AR 1RZ;1;5;5
;;HUILE CITROL SAE 40 1L;24;2,375;57
;;HUILE CITROL SAE 40 1L;24;2,375;57
;;JOINT DE CULASSE 1HZ L/C  METAL;1;20;20
;04/10/2022;JOINT DE CULASSE 1HZ L/C  METAL;1;20;20
;;JOINT DE CULASSE 1HZ L/C  METAL;1;20;20
;;JOINT DE CULASSE 1HZ L/C  METAL;1;20;20
;;COLLE SILICONE TUBE;2;2,5;5
;;COLLE SILICONE TUBE;2;2,5;5
;;HUILE HYDRAULIC 1L;12;1,9;22,8
;;HUILE HYDRAULIC 1L;12;1,9;22,8
;;POMPE A ESSENCE RIKA (PTS);1;15;15
;;POMPE A ESSENCE RIKA (PTS);1;15;15
;;POMPE A ESSENCE RIKA (PTS);1;15;15
;;POMPE HYDRAULIQUE 5AF;1;50;50
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;1;23;23
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;1;23;23
;;COLLE SILICONE TUBE;2;3;6
;05/10/2022;COLLE SILICONE TUBE;2;3;6
;;AMORTISSEUR AV IPSUM 33/43/19/20;2;22,5;45
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;1;23;23
;;COUSSINETS PALIER 1RZ STD;1;20;20
;;BATTERIE 50 AMP;1;75;75
;;HUILE CITROL SAE 40 5L;3;9,6;28,8
;;HUILE DE FREIN ORDINAIRE;24;0,75;18
;;HUILE DE FREIN ORDINAIRE;4;1;4
;;POMPE A ESSENCE RIKA (PTS);1;15;15
;;TRIANGLE SUPERIEURS HIACE GAUCHE (L);1;50;50
;;KIT FREIN SUPER L/C;1;5;5
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;1;23;23
;06/10/2022;COUSSINETS BIELLE 5AF STD;1;15;15
;;HUILE CITROL SAE 90 1L;1;3;3
;;GRAISSE 0.5 KG;1;3;3
;;HUILE DE FREIN ORDINAIRE;2;1;2
;07/10/2022;HUILE DE FREIN ORDINAIRE;2;1;2
;;HUILE DE FREIN ORDINAIRE;2;1;2
;;FILTRE A HUILE HIACE;1;3;3
;;HUILE CITROL SAE 40 1L;12;2,4;28,8
;;RETIEN D'HUILE 1RZ;1;5;5
;;HUILE CITROL SAE 40 1L;12;2,4;28,8
;;HUILE CITROL SAE 40 1L;12;2,4;28,8
;;HUILE CITROL SAE 40 1L;12;2,4;28,8
;;POMPE A ESSENCE RIKA (PTS);1;15;15
;08/10/2022;RETIEN D'HUILE 1RZ;1;5;5
;;ROTULE CENTRALE COROLLA;2;6;12
;;FILTRE A AIR L/C (61030);1;15;15
;;RETIEN D'HUILE 1RZ;1;5;5
;;HUILE HYDRAULIC 1L;6;2;12
;;HUILE CITROL SAE 90 1L;1;3;3
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;1;23;23
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;1;23;23
;10/10/2022;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;1;23;23
;;COUSSINETS BIELLE 5AF STD;1;15;15
;;JOINT DE CULASSE 3S FE;1;5;5
;;JOINT DE CULASSE 3S FE;1;5;5
;;JOINT DE CULASSE 3S FE;1;5;5
;;COLLE SILICONE TUBE;1;2,5;2,5
;;COLLE SILICONE TUBE;1;2,5;2,5
;;HUILE CITROL SAE 40 5L;18;9,6;172,8
;;HUILE CITROL SAE 40 5L;1;9,6;9,6
;11/10/2022;HUILE CITROL SAE 40 5L;1;9,6;9,6
;;HUILE CITROL SAE 40 5L;1;9,6;9,6
;;SEGMENTS TP 3Y;1;50;50
;;COLLE SILICONE TUBE;12;2;24
;;COLLE SILICONE TUBE;12;2;24
;;POMPE A ESSENCE RIKA (PTS);1;14;14
;12/10/2022;AMORTISSEUR AV L/C AM E3375;1;16,5;16,5
;;AMORTISSEUR AV L/C AM E3375;1;16,5;16,5
;;AMORTISSEUR AV L/C AM E3375;1;16,5;16,5
;;PLAQUETTE L/C & HULIX;1;14;14
;;PLAQUETTE L/C & HULIX;1;14;14
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;2;23;46
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;1;23;23
;;BATTERIE 45 AMP;1;70;70
;14/10/2022;BATTERIE 45 AMP;1;70;70
;;POMPE A ESSENCE RIKA (PTS);1;14;14
;;JOINT DE CULASSE 5AF;1;5;5
;;RETIEN D'HUILE 5AF;1;5;5
;;RETIEN D'HUILE 5AF;1;5;5
;;HUILE CALTEX HAVOLINE 1L;3;5;15
;;DISQUE D'EMBRAYAGE 5AF;1;12;12
;;COUPELLES D'EMBRAYAGE SUPERIEUR SEIKEN ORG;1;10;10
;;COUPELLES D'EMBRAYAGE INFERIEUR SEIKEN ORG;1;5;5
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;1;23;23
;;PHARE ROND 12V L/C STAUT;2;10;20
;;BOUGIE DENSO 16 CRAYON (4PCS);4;3;12
;;POMPE A ESSENCE RIKA (PTS);1;14;14
;;KIT FREIN COROLLA 3 VOIES (47201-12830);1;25;25
;;PNEU 175/70 R13 CIKUMI;2;38,5;77
;15/10/2022;GRAISSE SEAUX;1;36;36
;;GRAISSE SEAUX;1;36;36
;;FILTRE A AIR L/C (61030);1;15;15
;;HUILE HYDRAULIC 1L;12;11,5;138
;;HUILE HYDRAULIC 1L;12;11,5;138
;;HUILE HYDRAULIC 1L;12;11,5;138
